sentiment,text,data_id
negative,"Good humidifier with a large water tank. However, the automatic humidity level function is not really working: as soon a you turn the humidifier on, the vapor goes over the humidity sensor and then it shows 70% or more, so it immediately turns off... I put the desired humidity level on 75%, so then at least it works for a minute or so before turning off, and it turns on again once the measured humidity level as at 60%, working for a minute until it arrived again at &gt; 75%, and turning off... In other words, the automatic humidity level function is quite useless (unfortunately, that was the reason I bought this humidifier...), it is best to just operate it on constant output (max. humidity level), as any other (and mostly cheaper) humidifier.<br />On the positive side remains the big water tank, making it possible to run it the whole night, and the silent operation.",71
positive,"Exact replacement for oem part on cooktop. Would have liked some istructions, but hey I guess they rightfully expect that someone replacing a KP valve should know what they are doing g to some extent",71
positive,Worked very well. Good price for product.,71
positive,[[VIDEOID:a179b5a2bba56c073dbd3ae2d92d41bb]],71
positive,Quedaron perfectas en las parrillas de mi estufa.,71
positive,Fit well.  No issues and works good.,71
positive,works great!,71
positive,haven't used it yet but it did arrive perfectly,71
positive,They were perfect for the money.,71
positive,unfortunately this doesn't fit my machine and i didn't get to use it but it is very sturdy with weight.. feels solid.. wish i got to brew with it.,71
positive,I think they work pretty well!,71
positive,"Super well made.  Got it for my boyfriend who was using those horrible plastic ones.  For some reason he loves making his coffee this way.  It's very sturdy, works perfectly and looks so nice!  We've had it for months and hasn't gotten broken yet.",71
positive,Easy to use and is Quite,71
positive,Works great .Easy to install.,71
negative,I ended up throwing these out. When I tried to use one it was difficult to close the lid.,71
positive,Works as expected,71
negative,"Nor worth it at All. It didn’t work. It would move the water around, but the minute I added my bras, it stopped moving.",71
positive,This duct is very sturdy and is a great value for the price. The install onto my dryer was pretty easy. The most difficult part was widening the end slightly and then getting the clamp in just the right spot. It is worth noting the piece at the end of the duct (not where the pivoting adapter is) is pre-attached but removable. I was attaching to a lint catcher and it needed to be removed,71
positive,Was a replacement for one that I've had for 14 years...so happy I found the right make and model as it was a built in and the newer ones aren't near as reliable😃,71
positive,Just as expected,71
positive,Use them everyday!,71
positive,"It was a good upgrade. I was looking to replaced my GE hood, with a better GE hood when I upgraded my kitchen appliances. I wanted to stick with the same brand but for it's features and looks, I tried the AKDY. The AKDY looks nicer, much quieter and cheaper than the GE it replaced. The installation was very simple and quick. I would recommend it.",71
positive,This was the correct product for the aircare humidifier I have,71
negative,"MASSIVE FAIL!  Two of the three filters in this package leaked, immediately and copiously upon installation. Before you think this was an installation error; I replaced the original old filter between installations of the new filters and there was no leak.  The first new filter I installed leaked.  The second filter of the three in the package apparently worked.  I tested the third one just to be sure and it also leaked.  The leaks were immediate and dramatic, not just a trickle, but a deluge of water under pressure.  I have no faith in this product and I am returning all three, to buy a replacement from the neighborhood store where I bought the refrigerator.",71
